id,lat,lon,z,id_user,waktu
983,-7.279344,112.79722,0.002336894,1,1458474801251
984,-7.279344,112.79722,0.001668518,1,1458474801429
985,-7.279344,112.79722,0.000000044,1,1458474801309
986,-7.279344,112.79722,0.003814080,1,1458474801369
987,-7.279344,112.79722,0.001265153,1,1458474801489
988,-7.279344,112.79722,0.005323668,1,1458474801549
989,-7.279344,112.79722,0.010758254,1,1458474801609
990,-7.279344,112.79722,0.001130062,1,1458474801669
991,-7.279344,112.79722,0.005571629,1,1458474801729
992,-7.279344,112.79722,0.001150725,1,1458474801909
993,-7.279344,112.79722,0.000505902,1,1458474801849
994,-7.279344,112.79722,0.005118394,1,1458474801789
995,-7.279344,112.79722,0.003568421,1,1458474801970
996,-7.279344,112.79722,0.019881599,1,1458474802029
997,-7.279344,112.79722,0.001862377,1,1458474803869
998,-7.279344,112.79722,0.004563469,1,1458474802089
999,-7.279344,112.79722,0.004760518,1,1458474803809
1000,-7.279344,112.79722,0.014163428,1,1458474803929
1001,-7.279344,112.79722,0.004403142,1,1458474804169
1002,-7.279344,112.79722,0.003677681,1,1458474803989
1003,-7.279344,112.79722,0.016412416,1,1458474804109
1004,-7.279344,112.79722,0.015103543,1,1458474804049
1005,-7.279344,112.79722,0.000181697,1,1458474804229
1006,-7.279344,112.79722,0.003234558,1,1458474804289
1007,-7.279344,112.79722,0.000005849,1,1458474804349
1008,-7.279344,112.79722,0.013875874,1,1458474804409
1009,-7.279344,112.79722,0.006432377,1,1458474804469
1010,-7.279344,112.79722,0.000797901,1,1458474804529
1011,-7.279344,112.79722,0.002119373,1,1458474804589
1012,-7.279344,112.79722,0.005926761,1,1458474804652
1013,-7.279344,112.79722,0.006935427,1,1458474804709
1014,-7.279344,112.79722,0.015149436,1,1458474804769
1015,-7.279344,112.79722,0.003289013,1,1458474804829
1016,-7.279344,112.79722,0.089442134,1,1458474804889
1017,-7.279344,112.79722,0.046118670,1,1458474804949
1018,-7.279344,112.79722,0.112130710,1,1458474805009
1019,-7.279344,112.79722,0.017717287,1,1458474805069
1020,-7.279344,112.79722,0.007928702,1,1458474805129
1021,-7.279344,112.79722,0.018156752,1,1458474805189
1022,-7.279344,112.79722,0.001937005,1,1458474805309
1023,-7.279344,112.79722,0.005958553,1,1458474805249
1024,-7.279344,112.79722,0.009858029,1,1458474805369
1025,-7.279344,112.79722,0.005776284,1,1458474805429
1026,-7.279344,112.79722,0.200940490,1,1458474805489
1027,-7.279344,112.79722,0.200195370,1,1458474805549
1028,-7.279344,112.79722,0.015063473,1,1458474810121
1029,-7.279344,112.79722,0.111782870,1,1458474810169
1030,-7.279344,112.79722,0.063599530,1,1458474810229
1031,-7.279344,112.79722,0.048306180,1,1458474810289
1032,-7.279344,112.79722,0.016156456,1,1458474810349
1033,-7.279344,112.79722,0.026569948,1,1458474810409
1034,-7.279344,112.79722,0.002057224,1,1458474810529
1035,-7.279344,112.79722,0.001598016,1,1458474810469
1036,-7.279344,112.79722,0.001378031,1,1458474810592
1037,-7.279344,112.79722,0.000544547,1,1458474810649
1038,-7.279344,112.79722,0.000264239,1,1458474810709
1039,-7.279344,112.79722,0.003107370,1,1458474810769
1040,-7.279344,112.79722,0.003670643,1,1458474810829
1041,-7.279344,112.79722,0.007659199,1,1458474810889
1042,-7.279344,112.79722,0.000071432,1,1458474810949
1043,-7.279344,112.79722,0.000013698,1,1458474811009
1044,-7.279344,112.79722,0.000013286,1,1458474811069
1045,-7.279344,112.79722,0.000006271,1,1458474811129
1046,-7.279344,112.79722,0.008453746,1,1458474811189
1047,-7.279344,112.79722,0.002745395,1,1458474811309
1048,-7.279344,112.79722,0.029762052,1,1458474811369
1049,-7.279344,112.79722,0.016343705,1,1458474811249
1050,-7.279344,112.79722,0.027216246,1,1458474811429
1051,-7.279344,112.79722,0.020706652,1,1458474811489
